iter	RMSE
407	1.099889451
408	1.098240956
409	1.097305133
410	1.094828515
411	1.094634292
412	1.093030529
413	1.091428351
414	1.090676051
415	1.09005214
416	1.088837178
417	1.087736051
418	1.085919262
419	1.085731473
420	1.084366553
421	1.082746802
422	1.082170953
423	1.080298193
424	1.079263316
425	1.077878127
426	1.077032121
427	1.076881711
428	1.07599034
429	1.074295174
430	1.073461687
431	1.072748912
432	1.071403088
433	1.069899262
434	1.068306479
435	1.067168676
436	1.066242801
437	1.065618481
438	1.06346849
439	1.062020073
440	1.061448493
441	1.061223674
442	1.060583506
443	1.05935064
444	1.058465145
445	1.057285687
446	1.056516164
447	1.055414162
448	1.053769197
449	1.053194375
450	1.052399754
451	1.050813058
452	1.049840444
453	1.048408384
454	1.047242702
455	1.04675769
456	1.045599916
457	1.044678426
458	1.043467978
459	1.041969499
460	1.041125978
461	1.038475533
462	1.036900973
463	1.035795106
464	1.033487576
465	1.031657582
466	1.031191189
467	1.030302961
468	1.029711247
469	1.02944204
470	1.028792056
471	1.02788996
472	1.026656394
473	1.025018799
474	1.024696449
475	1.024227947
476	1.023315121
477	1.022387592
478	1.021817627
479	1.020915853
480	1.019712972
481	1.017909075
482	1.016895975
483	1.01603632
484	1.014981105
485	1.013001837
486	1.012148537
487	1.011244639
488	1.010576673
489	1.009738544
490	1.009303141
491	1.008994136
492	1.008353697
493	1.006898994
494	1.006169348
495	1.005305735
496	1.003428247
497	1.002710593
498	1.00133376
499	1.000637336
500	1.000055377
501	0.9992523435
502	0.9982027154
503	0.9971212804
504	0.996871446
505	0.9955140389
506	0.9945818842
507	0.9938808134
508	0.9926359104
509	0.9916953632
510	0.9903498001
511	0.9892832058
512	0.9877872531
513	0.9866058291
514	0.9857625999
515	0.9849486987
516	0.9838983605
517	0.9828556032
518	0.982147902
519	0.981220166
520	0.9805028361
521	0.9802010981
522	0.9795225514
523	0.9789830994
524	0.9776550169
525	0.9770838022
526	0.9765044796
527	0.9760243419
528	0.9748673481
529	0.9734335894
530	0.9732411887
531	0.9723628425
532	0.9715847239
533	0.9708682316
534	0.9699447502
535	0.9694236911
536	0.9684293092
537	0.9670585709
538	0.9662087014
539	0.9652292552
540	0.9642576415
541	0.9633506226
542	0.9623684875
543	0.9609028633
544	0.9606899037
545	0.9592249
546	0.958213173
547	0.9573068024
548	0.9562972213
549	0.9552723727
550	0.954496654
551	0.9538441853
552	0.9521728742
553	0.9512691811
554	0.949852729
555	0.9482688609
556	0.9474315063
557	0.9472418914
558	0.9464067142
559	0.9454674471
560	0.9447140638
561	0.9439370004
562	0.9428894577
563	0.942091172
564	0.9410716583
565	0.9402140541
566	0.9390287784
567	0.9381771056
568	0.937388282
569	0.9372142456
570	0.9365782329
571	0.9350633024
572	0.9344276639
573	0.933870994
574	0.9325650196
575	0.9316612389
576	0.9309865839
577	0.9302823177
578	0.928960451
579	0.9279028682
580	0.9271470875
581	0.9264750651
582	0.9252225406
583	0.9250454467
584	0.924545127
585	0.9235427906
586	0.922906177
587	0.9218411563
588	0.920992784
589	0.920413966
590	0.9198649845
591	0.9192296896
592	0.9184823616
593	0.9171971147
594	0.9164119937
595	0.9158816579
596	0.9149866966
597	0.9135353437
598	0.9130691479
599	0.9122552556
600	0.9115827962
601	0.9103915193
602	0.9095626644
603	0.9090195991
604	0.9084668164
605	0.9068416601
606	0.9062225417
607	0.9053169873
608	0.9043546222
609	0.9033447028
610	0.9031057288
611	0.9024995007
612	0.9021752132
613	0.9011292888
614	0.9005795559
615	0.8999679691
616	0.8986340147
617	0.8977507009
618	0.8973207193
619	0.8962881617
620	0.8955318297
621	0.8946849278
622	0.8939591887
623	0.8926535933
624	0.8912781054
625	0.8898509621
626	0.8894468273
627	0.8880460074
628	0.8875752291
629	0.8870849109
630	0.8863874685
631	0.8858495501
632	0.8851657343
633	0.884383465
634	0.8835294996
635	0.8824307215
636	0.8819346688
637	0.8810629733
638	0.8798059864
639	0.8788219234
640	0.8777414246
641	0.8768319422
642	0.8765190752
643	0.8758347678
644	0.8749363464
645	0.874162513
646	0.8723957948
647	0.8715198227
648	0.8708488873
649	0.8705430288
650	0.8690294297
651	0.8680877445
652	0.8667022653
653	0.8658274569
654	0.86464008
655	0.8635131943
656	0.8624834172
657	0.8620037981
658	0.8615048069
659	0.8613506845
660	0.8607961381
661	0.8600224217
662	0.8592117773
663	0.8581621657
664	0.8563691945
665	0.8554113567
666	0.8542781425
667	0.8531472994
668	0.8529198784
669	0.8516997396
670	0.8510231224
671	0.8498774331
672	0.8492970682
673	0.8484798592
674	0.8476387144
675	0.8464651129
676	0.8453578812
677	0.8442644922
678	0.8437431465
679	0.8435141776
680	0.8430291151
681	0.8423553604
682	0.8418696173
683	0.8416516886
684	0.8409003613
685	0.8403202079
686	0.8396645337
687	0.8386985216
688	0.838160293
689	0.8372254632
690	0.8367396536
691	0.8359263234
692	0.8354141075
693	0.8348720026
694	0.8340891767
695	0.8328801982
696	0.8320373812
697	0.8313177696
698	0.8299910867
699	0.8291226943
700	0.8286232056
701	0.8279567699
702	0.8276196108
703	0.8262006595
704	0.8255025773
705	0.8249611208
706	0.8239209982
707	0.8226406316
708	0.8216998045
709	0.8209727932
710	0.8208655546
711	0.8199623979
712	0.8188028606
713	0.8180295399
714	0.8174994071
715	0.8164158356
716	0.8157730081
717	0.8152493978
718	0.8144461968
719	0.8137613755
720	0.8126063336
721	0.8124873628
722	0.8118298245
723	0.8109416819
724	0.8103196444
725	0.8095635349
726	0.8085836377
727	0.8078117174
728	0.8072452928
729	0.8065130181
730	0.8060326223
731	0.8057675999
732	0.8051170841
733	0.8036794059
734	0.8033107904
735	0.8027700358
736	0.8021769328
737	0.8018727662
738	0.8009080751
739	0.8005562327
740	0.8003581979
741	0.799975519
742	0.7990588934
743	0.7980501567
744	0.7970968948
745	0.7958829553
746	0.7953284165
747	0.7945124258
748	0.794083479
749	0.7928364348
750	0.7924437622
751	0.7920254939
752	0.791459175
753	0.7908188212
754	0.7902736298
755	0.7899370187
756	0.7898051155
757	0.788480056
758	0.787779681
759	0.787579718
760	0.7869057977
761	0.7867867068
762	0.7859853157
763	0.7855381319
764	0.7853782605
765	0.7844262268
766	0.7834948572
767	0.7831806149
768	0.7825335743
769	0.7821767195
770	0.7817147948
771	0.7809146915
772	0.780648707
773	0.7805117169
774	0.7798713034
775	0.7794472191
776	0.7786246152
777	0.7779441949
778	0.7761522373
779	0.7754681071
780	0.7745841797
781	0.7741185374
782	0.7738737192
783	0.7725034979
784	0.7723461791
785	0.7717635692
786	0.771038547
787	0.7704217118
788	0.76937493
789	0.7683853735
790	0.7679403878
791	0.7666555601
792	0.7661094206
793	0.7653826751
794	0.7649467609
795	0.7645430211
796	0.7637099143
797	0.7629563135
798	0.7623624072
799	0.7618359166
800	0.7612540134
801	0.760514464
802	0.7598359424
803	0.758795162
804	0.7580742478
805	0.7578279702
806	0.757612959
807	0.7566884591
808	0.7560572706
809	0.7551460432
810	0.7548407008
811	0.754043582
812	0.7532716035
813	0.7528381693
814	0.7527049372
815	0.7521217117
816	0.7512772973
817	0.7504544947
818	0.7491998793
819	0.7482248063
820	0.7478392892
821	0.7475726354
822	0.7468233525
823	0.7464404812
824	0.7456040442
825	0.7449667525
826	0.7442667636
827	0.7434439825
828	0.7426130867
829	0.7418816813
830	0.7413594038
831	0.7408016246
832	0.739930269
833	0.7393925518
834	0.7385024606
835	0.7379095203
836	0.7368781534
837	0.7361412503
838	0.7360119772
839	0.7351129161
840	0.7343118241
841	0.7339686099
842	0.7332729501
843	0.7326893604
844	0.7320609809
845	0.7316797291
846	0.7310393835
847	0.7301766497
848	0.7295291124
849	0.7289821645
850	0.7283522802
851	0.7276947242
852	0.7275013659
853	0.7271598582
854	0.7268536886
855	0.7257009864
856	0.7251854536
857	0.7248215686
858	0.7243075726
859	0.7238480033
860	0.7232849688
861	0.7230888149
862	0.7223592569
863	0.7214146776
864	0.7211766467
865	0.7204021687
866	0.719529886
867	0.71878102
868	0.7182890222
869	0.7173774467
870	0.7166837881
871	0.7163688847
872	0.7155633824
873	0.7153521425
874	0.714257478
875	0.7136841495
876	0.7129723207
877	0.7124647851
878	0.7116406236
879	0.7110470666
880	0.7103778986
881	0.7093368885
882	0.7090354982
883	0.7085324008
884	0.7082531372
885	0.7078865045
886	0.7071259828
887	0.7068694525
888	0.7059571431
889	0.7049177839
890	0.7043155785
891	0.7037453638
892	0.7031476705
893	0.7019223222
894	0.7014708756
895	0.7012610449
896	0.7006972494
897	0.7003848444
898	0.6998184063
899	0.6994002936
900	0.6990538296
901	0.6986066663
902	0.6977240695
903	0.6967906341
904	0.6959196937
905	0.6952837371
906	0.6947578635
907	0.6944227416
908	0.6936694371
909	0.6929666573
910	0.6927435544
911	0.6918698019
912	0.6910711953
913	0.690390293
914	0.689549663
915	0.6887715924
916	0.6882112811
917	0.6873742254
918	0.6871575539
919	0.6868729075
920	0.6866151813
921	0.6861285453
922	0.6852841515
923	0.684695004
924	0.6841459692
925	0.6837136701
926	0.6829881805
927	0.6826850079
928	0.6822019701
929	0.6814842277
930	0.6810353171
931	0.6805344122
932	0.6803615509
933	0.6799840181
934	0.6794715762
935	0.679060024
936	0.6785198809
937	0.6780028208
938	0.6778870241
939	0.6771628557
940	0.6769302304
941	0.6768105179
942	0.6759467774
943	0.6752795096
944	0.6749408819
945	0.6737465721
946	0.6734239684
947	0.673154025
948	0.6729341987
949	0.6725506594
950	0.6720392187
951	0.6717936413
952	0.6715935011
953	0.6709641783
954	0.6707901478
955	0.6702951136
956	0.6698075048
957	0.6696910761
958	0.6687949657
959	0.6683220651
960	0.6682068262
961	0.6677291668
962	0.6668094088
963	0.6666022206
964	0.6660320549
965	0.6655580237
966	0.6645338404
967	0.6637290501
968	0.6634054698
969	0.6632503166
970	0.6621969574
971	0.6615114204
972	0.6608926236
973	0.6607313761
974	0.6603700303
975	0.6599681672
976	0.6595927048
977	0.6593672266
978	0.6588882811
979	0.6582574157
980	0.6574908139
981	0.6566587387
982	0.6564312597
983	0.6560780718
984	0.655717952
985	0.6551007655
986	0.6542793667
987	0.6532539927
988	0.6524321326
989	0.6522817075
990	0.6518446579
991	0.6512524247
992	0.6503890876
993	0.6498447578
994	0.6487054452
995	0.64855216
996	0.6481357788
997	0.6479123299
998	0.6467994532
999	0.646461167
